#
#
# US Geological Survey
# retrieved: 2023-11-20 15:48:54 EST
# URL: https://nwis.waterdata.usgs.gov/nwis/inventory
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  site_tp_cd      -- Site type
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_acy_cd    -- Latitude-longitude accuracy
#  coord_datum_cd  -- Latitude-longitude datum
#
#
# query started 2023-11-20 15:48:54 EST
#
# there are 1968 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm	site_tp_cd	dec_lat_va	dec_long_va	coord_acy_cd	coord_datum_cd
USGS	410141095032201	072N37W24BBA  20463 1967	GW	41.02804590	-95.05637530	F	NAD27
IA021	410151095103301	72N38W14DDD 42301 1996	GW	41.03083330	-95.17583330	S	NAD83
USGS	410152095110401	072N38W14DCCC 41634 1980Red Oak 4-2	GW	41.03113110	-95.18474030	F	NAD27
USGS	410154095113301	072N38W14CCCC 07047 1955Red Oak 4	GW	41.03165900	-95.19276830	F	NAD27
USGS	410210095150001	072N38W17CBC  31996 1957	GW	41.03610424	-95.25027010	F	NAD27
USGS	410210095442501	072N43W13CABC 05050 1951	GW-TH	41.03611048	-95.74056090	F	NAD27
IA021	410213095114201	72N38W15DAA 52269 1990	GW	41.03694444	-95.19500000	S	NAD83
USGS	410216095113401	072N38W14CBBB 06809 1954Red Oak Test 14	GW	41.03777009	-95.19304620	U	NAD27
USGS	410218095442101	072N43W13BDCD 05049 1951	GW-TH	41.03833268	-95.73944980	F	NAD27
USGS	410232095442301	072N43W13BACC 05052 1951	GW-TH	41.04222155	-95.74000540	F	NAD27
USGS	410239095441601	072N43W13BAAC           Keg Creek Glenwd Town	ST	41.04416596	-95.73806100	U	NAD27
USGS	410252095562201	 13N 13E34CDAC1	GW	41.04777676	-95.93973350	F	NAD27
USGS	410255095570801	 13N 13E33DCAA1	GW	41.04861006	-95.95251170	F	NAD27
USGS	410257095445301	072N43W11DAC  30927 1891Glenwood	GW	41.04916600	-95.74833910	F	NAD27
USGS	410305096552701	 13N 13E35CBAC1	GW	41.05138790	-95.92445530	F	NAD27
USGS	410313094492801	072N35W12ACBC 28207 1987IGS & USGS SW-67	GW	41.05359834	-94.82470000	U	NAD27
USGS	410325095525901	13N 14E31BACD1 (P-010)	GW	41.05694350	-95.88334310	F	NAD27
USGS	410333095530101	Missouri River near La Platte, Nebr.	ST	41.05935278	-95.88366940	S	NAD83
USGS	410336095571001	 13N 13E33ABAB1	ST	41.05999890	-95.95306740	F	NAD27
USGS	410336095571002	 13N 13E33ABAB2	ST	41.05999890	-95.95306740	F	NAD27
USGS	410339095563301	13N 313E 27CC (P-133)	GW	41.06094444	-95.94258330	1	NAD83
USGS	410339095563302	13N 13E 27 SWSW P-0709	GW	41.06081110	-95.94261940	H	NAD83
USGS	410353095574101	13N 13E 28 CACC (P-2304)	GW	41.06483889	-95.96131390	H	NAD83
USGS	410356095542101	 13N 13E25CB  1	GW	41.06555457	-95.90612170	F	NAD27
USGS	410403095572301	 13N 13E28   1	GW	41.06749890	-95.95667870	M	NAD27
USGS	410404095561401	 13N 13E27   1	GW	41.06777670	-95.93751150	M	NAD27
USGS	410428095422201	073N42W32CCC	GW	41.07444320	-95.70639390	U	NAD27
USGS	410429095451701	073N43W35CDD  20461 1967	GW	41.07472140	-95.75500640	F	NAD27
USGS	410436095595201	13N 13E 19 CDC (P-2303)	GW	41.07663889	-95.99775000	H	NAD83
USGS	410441095032801	073N37W36CA   14618 1938	GW	41.07804598	-95.05804300	F	NAD27
USGS	410457095523501	13N 14E19CABD1 (M-013)	GW	41.08249900	-95.88056570	S	NAD27
USGS	410459095080701	073N37W32BCBB 15341 1962	GW	41.08304695	-95.13554540	F	NAD27
USGS	410505095141001	073N38W32AAD	GW	41.08471485	-95.23638180	U	NAD27
IA021	410506095475501	73N43W33BAC 38917 1981	GW	41.08500000	-95.79861110	S	NAD83
IA021	410507095473101	73N43W33ABC 38916 1985	GW	41.08527778	-95.79194440	S	NAD83
IA021	410508095473201	73N43W33ABC 38915 1973	GW	41.08555556	-95.79222220	S	NAD83
USGS	410511094472501	073N34W32BBAA       1993NOD-D-93	GW-HZ	41.08637576	-94.79053240	F	NAD27
USGS	410521095091001	073N37W30CC   19581 1966	GW	41.08915826	-95.15304600	T	NAD27
USGS	410522095230001	073N40W25DDD        1949	GW	41.10388359	-95.38499700	U	NAD27
USGS	410524095530601	13N 14E 19BB (M-244)	GW	41.09000000	-95.88500000	5	NAD83
USGS	410545095080701	073N37W29BCCB 12266 1960	GW	41.09582469	-95.13554570	F	NAD27
USGS	410548094452101	073N34W27BCBB 28204 1987IGS & USGS SW-71	GW	41.09665310	-94.75608660	U	NAD27
USGS	410550094452201	073N34W27BCBB       1993NOD-X-2-93	GW-HZ	41.09720867	-94.75636440	F	NAD27
USGS	410554095552201	 13N 13E14BDB 1	GW	41.09833226	-95.92306710	F	NAD27
USGS	410601095532101	13N14E18BB  1 OJET-MW7D	GW	41.10036110	-95.88913890	D	NAD83
USGS	410603095443001	073N43W25BBD        1918	GW	41.10083230	-95.74195090	U	NAD27
USGS	410607095430601	Raingage at Keg Cr at Epperson Ave nr Glenwood, IA	AT	41.10211110	-95.71841670	1	NAD83
USGS	410608095532301	13N14E18BB  3 OJET-MW9D	GW	41.10211110	-95.88975000	D	NAD83
USGS	410609095060501	073N37W21DDC  18458 1965	GW	41.10249095	-95.10165590	F	NAD27
USGS	410614095531201	13N14E18BB  2 OJET-MW8D	GW	41.10402778	-95.88666670	D	NAD83
USGS	410614095531801	13N14E18BB  1 OJET-MW6D	GW	41.10402778	-95.88841670	D	NAD83
USGS	410615095533201	13N13E13AA  1 OJET-MW5D	GW	41.10402778	-95.89230560	D	NAD83
USGS	410615095541601	13N13E12CC  3 L4T-MW9SI	GW	41.10413889	-95.90452780	D	NAD83
USGS	410616095541601	Dines Lake at Offutt AFB nr Bellevue, Nebr	LK	41.10413889	-95.90453060	C	NAD83
USGS	410617095541601	13N13E12CC  1 L4T-MW8SI	GW	41.10469444	-95.90455560	D	NAD83
USGS	410619095535301	13N13E12DC  1 OJET-MW1D	GW	41.10516667	-95.89808330	D	NAD83
USGS	410621095531201	13N14E 7CC  1 OJET-MW14D	GW	41.10588889	-95.88658330	D	NAD83
USGS	410623095534101	13N13E12DC  1 OJET-MW4I	GW	41.10627778	-95.89475000	D	NAD83
USGS	410624095543001	13N13E12CC  5 LF4-MW30SI	GW	41.10680556	-95.90844440	D	NAD83
USGS	410625095534501	13N13E12DC  1 OJET-10D	GW	41.10697220	-95.89586110	D	NAD83
USGS	410626095091001	073N37W19CB   15590 1963	GW	41.10721375	-95.15304640	T	NAD27
USGS	410626095531901	13N14E 7CC  2 OJET-MW13I	GW	41.10708330	-95.88855560	D	NAD83
USGS	410626095533501	13N13E12DD  1 OJET-MW3I	GW	41.10722220	-95.89297220	D	NAD83
USGS	410626095543001	13N13E12CC  2 LWT-MW2S	GW	41.10711110	-95.90827780	D	NAD83
USGS	410626095543004	13N13E12CC  4 LF4-MW29SI	GW	41.10733330	-95.90827780	D	NAD83
USGS	410628095182201	073N39W23CBCC 08498 1957	GW	41.10777127	-95.30638410	F	NAD27
USGS	410630095541301	13N 13E12CBDA1 (M-012)	GW	41.10833225	-95.90390000	F	NAD27
USGS	410636095321301	073N41W23BCCC 27837 1986IGS & USGS SW-37	GW	41.10999676	-95.53722330	U	NAD27
USGS	410642095532401	Outfall 11 at Harlan Lewis Rd ab Base Lake, Nebr.	FA-OF	41.11166667	-95.89000000	S	NAD83
USGS	410643095532101	13N13E12AD  1 FT3-MW10S	GW	41.11186110	-95.88913890	D	NAD83
USGS	410644095532001	13N14E 7BC  1 FT3-MW11SI	GW	41.11208330	-95.88880560	D	NAD83
USGS	410644095532601	13N13E12AD  1 FT3-MW6A	GW	41.11225000	-95.89052780	D	NAD83
USGS	410645095533201	13N13E12AD  2 FT3-MW12S	GW	41.11244444	-95.89213890	D	NAD83
USGS	410647095532701	13N13E12AD  2 HF6-MW5S	GW	41.11300000	-95.89086110	D	NAD83
USGS	410654095443201	073N43W24BBD        1918	GW	41.11499888	-95.74250670	U	NAD27
USGS	410656095380201	073N42W23AAAC       1978Silver City 3	GW	41.11555329	-95.63417040	S	NAD27
USGS	410656095380202	073N42W23AAAC 14591 1963Silver City 2	GW	41.11555329	-95.63417040	U	NAD27
IA021	410656095380501	73N42W23AAA 52800 1992	GW	41.11555556	-95.63472220	S	NAD83
USGS	410659095534001	13N13E12AA  1 EODMW1	GW	41.11633330	-95.89452780	D	NAD83
USGS	410702095534601	13N13E12AA  2 LF5-MW2I	GW	41.11713889	-95.89600000	D	NAD83
USGS	410704095524301	Base Lake at Offutt AFB nr Bellevue, Nebr.	LK	41.11778056	-95.87822500	C	NAD83
USGS	410705095534501	13N13E12AB  1 LF5-MW3I	GW	41.11794444	-95.89594440	D	NAD83
USGS	410707094523101	073N35W16ACDA 21104 1968	GW	41.11859920	-94.87553650	F	NAD27
USGS	410707095532401	Offutt Ditch (Bellevue Dr) at Harlan Lewis Rd Nebr	ST-DCH	41.11861110	-95.89000000	S	NAD83
USGS	410707096003401	13N 12E S01DC (D-133)	GW	41.11861110	-96.00944440	1	NAD83
USGS	410710095261001	073N40W15CCDC 01631 1942	GW	41.11943978	-95.43638750	U	NAD27
USGS	410721095542601	Outfall 14 at Offutt Ditch (Bellevue Drain), Nebr.	FA-OF	41.12250000	-95.90722220	S	NAD83
USGS	410722095542601	Offutt Ditch (Bellevue Dr) at Modification Rd Nebr	ST-DCH	41.12277778	-95.90722220	S	NAD83
USGS	410730095525401	13N 14E 6CACA1 (M-100)	GW	41.12499888	-95.88195530	S	NAD27
USGS	410738095561401	Papillion Cr ab Fort Crook Cr at Fort Crook, Nebr.	ST	41.12722220	-95.93722220	S	NAD83
USGS	410744095404701	073N42W16BAD        1914	GW	41.12888700	-95.68000520	U	NAD27
USGS	410748095054301	073N37W15BBBB 14600 1962	GW	41.12999085	-95.09554520	F	NAD27
USGS	410750095001101	073N36W08DDDD 16257 1964	GW	41.13054540	-95.00332010	F	NAD27
USGS	410800095542601	Offutt Ditch (Bellevue Drain) at Lincoln Rd, Nebr.	ST-DCH	41.13333330	-95.90722220	S	NAD83
USGS	410818096001201	14N 13E31CBBC1 (D-012)	GW	41.13833220	-96.00362560	F	NAD27
USGS	410823095054101	073N37W10BBC  21049 1968	GW	41.13971306	-95.09498980	F	NAD27
USGS	410830095253801	073N40W10ACAA       1978Henderson 2	GW	41.14166166	-95.42749890	U	NAD27
USGS	410830095253901	073N40W10ACAA       1963Henderson 1	GW	41.14166167	-95.42777670	U	NAD27
USGS	410835095554901	14N 13E34AD  01 (M-522)	GW	41.14294444	-95.93030560	H	NAD83
USGS	410845095584201	Papillion Cr at South 42nd St at Bellevue, Nebr.	ST	41.14583330	-95.97833330	S	NAD83
USGS	410847095255801	073N40W03CDD        1984Henderson 3	GW	41.14638390	-95.43305470	F	NAD27
USGS	410853095575601	Big Papillion Cr at Old 36th St at Bellevue, Nebr.	ST	41.14805556	-95.96555560	S	NAD83
USGS	410855095493501	073N43W06DDB  04470 1950	GW	41.14860990	-95.82667630	F	NAD27
USGS	410857095094201	073N38W01DBDC       1935Elliott 1	GW	41.14915816	-95.16193640	U	NAD27
USGS	410902095092201	073N38W01DADC 14603 1962Elliott 2	GW	41.15054699	-95.15638070	F	NAD27
USGS	410920094575001	073N36W02BB   03722 1948	GW	41.15554498	-94.96415220	U	NAD27
IA021	410931095500901	73N43W6BAB 38753	GW	41.15861110	-95.83583330	S	NAD83
USGS	410932095033301	073N37W02AAAA 08244 1957	GW	41.15887937	-95.05943350	F	NAD27
USGS	410933095432801	073N42W06BBB        1911	GW	41.15916507	-95.72472920	U	NAD27
USGS	411020095041001	074N37W35BAA  21105 1968	GW	41.17221280	-95.06971190	F	NAD27
USGS	411020095175501	074N39W35BADB 08260 1957	GW	41.17221510	-95.29888520	F	NAD27
USGS	411024095095501	074N38W36BAAA 27834 1986IGS & USGS SW-34A(U)	GW	41.17332477	-95.16554820	U	NAD27
USGS	411024095095502	074N38W36BAAA 27834 1986IGS & USGS SW-34B(L)	GW	41.17332477	-95.16554820	U	NAD27
USGS	411028095564401	14N 13E 22AA (U-138)	GW	41.17444444	-95.92888890	S	NAD83
USGS	411029095532501	14N 13E 24AA (M-237)	GW	41.17480556	-95.89036110	1	NAD83
USGS	411042095531301	14N 14E 18 SWSW M-504	GW	41.17830556	-95.88702780	1	NAD83
USGS	411047095150701	074N38W30DA         1920	GW	41.17971440	-95.25221760	U	NAD27
USGS	411100095070001	074N37W28B    17485 1965	GW	41.18332430	-95.11693570	M	NAD27
USGS	411105095532301	Missouri R at Fontanelle Forest St Bellevue, Nebr.	ST	41.18497220	-95.88977780	S	NAD83
USGS	411108094503801	074N35W26ABB  18880 1966	GW	41.18554347	-94.84414720	F	NAD27
USGS	411114095520501	074N44W23DCC            Missouri R at L Manawa	ST	41.18722090	-95.86834470	U	NAD27
USGS	411117095091901	074N37W30BBBB 27715 1986IGS & USGS SW-16A(U)	GW	41.18804686	-95.15554810	U	NAD27
USGS	411117095091902	074N37W30BBBB 27715 1986IGS & USGS SW-16B(L)	GW	41.18804686	-95.15554810	U	NAD27
USGS	411120095041201	074N37W23CDDD 16905 1964	GW	41.18887947	-95.07026780	F	NAD27
IA021	411124095523901	74N44W23CCD 66428 2009	GW	41.19000000	-95.87750000	S	NAD83
USGS	411126096003101	Big Papillion Cr at Harrison St at La Vista, Nebr.	ST	41.19055556	-96.00861110	S	NAD83
IA021	411128095525101	74N44W22DDD 66426 2008	GW	41.19111110	-95.88083330	S	NAD83
IA021	411130095530001	74N44W22DDB 66427 2008	GW	41.19166667	-95.88333330	S	NAD83
IA021	411131095524101	74N44W23CCB 66425 2008	GW	41.19194444	-95.87805560	S	NAD83
IA021	411132095523301	74N44W23CCA 66424 2008	GW	41.19222220	-95.87583330	S	NAD83
USGS	411133095113601	074N38W22DDAA 17255 1964	GW	41.19249160	-95.19360500	F	NAD27
USGS	411142095554601	COMBINED SEWER OUTFALL 119, MONROE ST, OMAHA, NE	FA-CS	41.19508330	-95.92944440	S	NAD83
USGS	411151095252401	074N40W22ADDA       1989Macedonia 2	GW	41.19749440	-95.42361100	F	NAD27
USGS	411154095252501	074N40W22ADDB       1962Macedonia (2) 3	GW	41.19832776	-95.42388880	T	NAD27
USGS	411154095593001	 14N 13E 7AC  1	GW	41.19833220	-95.99195950	F	NAD27
USGS	411159095112901	074N38W23BCBB 12941 1961	GW	41.19971378	-95.19166060	F	NAD27
USGS	411201095252801	074N40W22AADC       1954Macedonia 1	GW	41.20027220	-95.42472220	U	NAD27
USGS	411215095002801	074N36W17DDB  19305 1966	GW	41.20415676	-95.00804390	F	NAD27
USGS	411223095574801	 14N 13E 4CC  1	GW-TH	41.20638770	-95.96362550	S	NAD27
USGS	411227095555701	COMBINED SEWER OUTFALL 118, OHERN ST, OMAHA, NE	FA-CS	41.20755556	-95.93275000	S	NAD83
USGS	411232095584201	Rain Gage at Hitchcock Park at Omaha, Nebr.	AT	41.20877778	-95.97825000	1	NAD83
USGS	411233095573001	 14N 13E 4CA  1	GW	41.20916546	-95.95862540	F	NAD27
USGS	411236095554701	 14N 13E 3DA  1	GW	41.20999870	-95.93001350	F	NAD27
USGS	411236095580401	 14N 13E 5DA  1	GW	41.20999880	-95.96807010	F	NAD27
USGS	411238095001801	074N36W16ADDA 19294 1966	GW	41.21054560	-95.00526620	F	NAD27
USGS	411246095502001	074N43W18BCCC1      1950Manawa State Park 18E1	GW	41.21277630	-95.83917770	F	NAD27
USGS	411247095554301	COMBINED SEWER OUTFALL 117, MISSOURI AVE, OMAHA,	FA-CS	41.21319444	-95.92869440	S	NAD83
USGS	411259095553501	STORMWATER OUTFALL, 9 AND ATLAS, OMAHA, NE	FA-STS	41.21638889	-95.92638890	S	NAD83
USGS	411301095124501	074N38W16AAAD 15321 1962	GW	41.21693608	-95.21277270	F	NAD27
USGS	411310095133001	074N38W09CD   17777 1965	GW	41.21943616	-95.22527320	T	NAD27
USGS	411314095010201	074N36W08CAC        1947	GW	41.22054575	-95.01748890	F	NAD27
USGS	411316095551401	Combined Sewer Outfall 115, Riverview, Omaha, NE	ST	41.22111110	-95.92055560	S	NAD83
USGS	411322095502201	074N43W07CBB  19916 1967	GW	41.22277628	-95.83973340	F	NAD27
USGS	411330095490501	074N43W08CBAA 00054 1927School for the Deaf 3	GW	41.22499844	-95.81834390	F	NAD27
USGS	411334095364301	074N41W07BCC  57928 2003Treynor 5	GW	41.22610768	-95.61222740	S	NAD27
USGS	411336094590501	074N36W10BCBB 16909 1964	GW	41.22665655	-94.98498780	F	NAD27
USGS	411337096004501	Little Papillion Cr at Grover St at Omaha, Nebr.	ST	41.22694444	-96.01250000	S	NAD83
USGS	411338095071101	074N37W08ADA	GW	41.22721315	-95.11999230	U	NAD27
USGS	411340094592001	074N36W09AA   17845 1965	GW	41.22776770	-94.98915470	T	NAD27
USGS	411340095491001	074N43W08BC         1889School for thet Deaf 2	GW	41.17777640	-95.81973210	U	NAD27
IA021	411345095362601	74N41W7BAC 57928 2003	GW	41.22916667	-95.60722220	F	NAD83
USGS	411348095030501	074N37W12BAAD 16387 1964	GW	41.22999045	-95.05165690	F	NAD27
USGS	411349094591001	074N36W09AAAA 15403 1961	GW	41.23026769	-94.98637680	F	NAD27
IA021	411351095061301	74N37W9ABA 40035 1973	GW	41.23083330	-95.10361110	S	NAD83
IA021	411352095065301	74N37W9BBA 40034 1959	GW	41.23111110	-95.11472220	S	NAD83
USGS	411352095251001	074N40W11BBB  00807 1939Carson Test 1	GW-TH	41.23110518	-95.41972270	F	NAD27
USGS	411352095251002	074N40W11BBB  00808 1939Carson Test 2	GW-TH	41.23110518	-95.41972270	F	NAD27
USGS	411352095360801	074N41W07ABBD       1981Treynor 4	GW	41.23110750	-95.60250500	U	NAD27
IA021	411353095361201	74N41W7ABB 73139 2010	GW	41.23138889	-95.60333330	S	NAD83
USGS	411355095065201	074N37W09BBAA       1956Griswold 3	GW	41.23193530	-95.11471440	F	NAD27
USGS	411356095360801	074N41W07ABBA 42667 1979Treynor 3	GW	41.23221860	-95.60250500	U	NAD27
USGS	411359095171901	074N39W01CCCC 27746 1986IGS & USGS SW-21	GW	41.23304787	-95.28888630	U	NAD27
USGS	411401095241401	074N40W02DDDA 58045 2003Carson 7	GW	41.23380556	-95.40400000	1	NAD83
USGS	411404095080701	074N37W05CCC  01850 1944Griswold 1	GW	41.23443546	-95.13554850	F	NAD27
USGS	411406096004301	COMBINED SEWER OUTFALL 205, 64TH AND DUPOINT, OMAH	FA-CS	41.23522220	-96.01211110	S	NAD83
USGS	411413095193801	074N39W03CBCB       1993JOR-D-93	ST	41.23693724	-95.32749840	F	NAD27
USGS	411429095583801	ENOA Evaporation Site at Omaha, Nebr.	AT	41.24133330	-95.97728610	H	NAD83
USGS	411435095550101	COMBINED SEWER OUTFALL 109 68TH LEAVENWORTH, OMAHA	FA-CS	41.24305556	-95.91694440	S	NAD83
USGS	411436095145401	074N38W05BBC  21712 1968	GW	41.24332506	-95.24860770	F	NAD27
USGS	411441095251801	074N40W03AAAD 37490 1938Carson	GW	41.24471620	-95.42194520	U	NAD27
USGS	411445095251601	075N40W35CCCD 16226 1963Carson 2	GW	41.24582729	-95.42138970	U	NAD27
USGS	411446095020201	075N36W31CDD  17179 1964	GW	41.24610146	-95.03415660	F	NAD27
USGS	411450095582201	DCHC Evaporation Site at Omaha, Nebr.	AT	41.24716389	-95.97269720	M	NAD83
USGS	411452095045501	075N37W34DD   21038 1968	GW	41.24776840	-95.08221370	T	NAD27
USGS	411453095251201	075N40W35CBDB 37486 1968Carson 2	GW	41.24804948	-95.42027860	U	NAD27
USGS	411455095363801	075N41W31CCB  19310 1966	GW	41.24860748	-95.61083890	F	NAD27
USGS	411457095565501	 15N 13E21DD  1	GW	41.24916540	-95.94890350	F	NAD27
IA021	411459094461601	75N34W33CAB 40794 1990	GW	41.24972220	-94.77111110	S	NAD83
USGS	411500095000001	075N36W33C    17804 1965	GW	41.24999015	-95.00026670	M	NAD27
USGS	411501094460601	075N34W33CAAC       1977Massena 9	GW	41.25026490	-94.76858900	U	NAD27
USGS	411501094465901	075N34W32DBAB 62594 2006Massena 6	GW	41.25050000	-94.78313890	1	NAD83
USGS	411501095251301	075N40W35CBCA 37796 1975Carson 3	GW	41.25027169	-95.42055640	S	NAD27
USGS	411502094471401	075N34W32CAAA       1979Massena 79-2	GW	41.25054290	-94.78747880	U	NAD27
USGS	411503094465401	075N34W32DBAA       1979Massena 79-1	GW	41.25082060	-94.78192300	U	NAD27
USGS	411507094464601	075N34W32ADBD       1977Massena 10	GW	41.25193170	-94.77970060	U	NAD27
USGS	411507095071301	075N37W32DA   21036 1968	GW	41.25193530	-95.12054830	T	NAD27
IA021	411507095251101	75N40W35CBA 37796 1975	GW	41.25194444	-95.41972220	S	NAD83
USGS	411509094464801	075N34W32DBBA       1979Massena 2	GW	41.25248728	-94.78025620	S	NAD27
USGS	411510095560302	 15N 13E22DB  2	GW	41.25277640	-95.93445870	F	NAD27
USGS	411513095554701	 15N 13E22DA  1	GW	41.25360970	-95.93001400	F	NAD27
USGS	411516095095501	075N38W36BDD  02713 1947	GW-TH	41.25443558	-95.16554970	F	NAD27
USGS	411523094511201	075N35W35BBB  02964 1947	GW	41.25637710	-94.85359300	F	NAD27
USGS	411533095175901	075N39W35BAAB       1993JOR-X-93	ST	41.25915890	-95.29999800	F	NAD27
USGS	411554095553201	COMBINED SEWER OUTFALL 108, BURT IZARD COMPLEX, OM	FA-CS	41.26500000	-95.92563890	S	NAD83
USGS	411554095553202	CSO 120, Burt Izard Complex, Omaha, NE	ST	41.26500000	-95.92555560	S	NAD83
USGS	411622094520901	075N35W27BBAB       1921Cumberland 1	GW	41.27276619	-94.86942720	U	NAD27
IA021	411625094521701	75N35W22CCC 56820 2002	GW	41.27361110	-94.87138890	S	NAD83
USGS	411636095535401	MISSOURI R AT FREEDOM PARK OMAHA, NE	ST	41.27677778	-95.89858330	S	NAD83
USGS	411636095553101	 COMBINED SEWER OUTFALL 107, GRACE ST, OMAHA	FA-CS	41.27683330	-95.92533330	S	NAD83
USGS	411637094520201	075N35W22CAC  12969 1961Cumberland (4) 3	GW	41.27693280	-94.86748270	F	NAD27
USGS	411638094515601	075N35W22CACD       1961Cumberland 2	GW	41.27721058	-94.86581590	U	NAD27
USGS	411638095553001	 COMBINED SEWER OUTFALL 106, NORTH INTERCEPTOR, OM	FA-CS	41.27730556	-95.92513890	S	NAD83
USGS	411639094521101	075N35W22CBDC       1978Cumberland (5) 4	GW	41.27748840	-94.86998280	F	NAD27
USGS	411641094515801	075N35W22CA   12967 1961Cumberland (3) 2	GW	41.27804390	-94.86637150	U	NAD27
USGS	411952095232201	075N40W36DCAC 22850 1971Oakland 2001-1	GW	41.24749355	-95.39111120	U	NAD27
USGS	415558094591101	071N36W21DDAA 43003 1977Villisca 9	GW	40.93276720	-94.98664900	U	NAD27
USGS	415559094591501	071N36W21DDAB       1974Villisca (7) 1	GW	40.93304500	-94.98776010	U	NAD27
USGS	415604094593701	071N36W21DAD  43002 1975Villisca 8	GW	40.93443398	-94.99387150	U	NAD27
USGS	415613094591201	071N36W21DBCB 43004 1981Villisca 10	GW	40.93436110	-94.99494440	1	NAD83
USGS	415623094590801	071N36W21ADAA 43000 1962Villisca 6	GW	40.93971164	-94.98581570	U	NAD27
USGS	425100095510401	 10N 14E16BBBA1	GW	40.85000076	-95.85139370	F	NAD27
USEPA	92001300000	070000002 KICKAPOO TRIBAL WATERWORKS	FA-WDS	39.72860000	-95.62369720	U	NAD83
KS003	92001300001	KS2001301 CITY OF ROBINSON	FA-WDS	39.81528889	-95.41150000	U	NAD83
KS003	92001300002	KS2001302  CITY OF RESERVE	FA-WDS	39.97702778	-95.56513890	U	NAD83
KS003	92001300003	KS2001303  CITY OF POWHATTAN	FA-WDS	39.76175830	-95.63385830	U	NAD83
KS003	92001300004	KS2001304 BROWN CO RWD 1	FA-WDS	39.91718610	-95.62966390	U	NAD83
KS003	92001300005	KS2001305 CITY OF HIAWATHA	FA-WDS	39.85191944	-95.53607780	U	NAD83
KS003	92001300006	KS2001306 CITY OF HORTON	FA-WDS	39.66270830	-95.53215830	U	NAD83
KS003	92001300007	KS2001307  CITY OF MORRILL	FA-WDS	39.92922778	-95.69450000	U	NAD83
KS003	92001300008	KS2001308 CITY OF EVEREST	FA-WDS	39.67672778	-95.42491940	U	NAD83
KS003	92001300011	KS2001311  CITY OF WILLIS	FA-WDS	39.72271944	-95.50565000	U	NAD83
KS003	92001300012	KS2001312  BROWN CO RWD 2	FA-WDS	39.77613330	-95.58128330	U	NAD83
KS003	920013009490	INTAKE ON PONY CREEK LAKE 01	FA-DV	39.94752015	-95.77573830	U	NAD27
KS003	920013036386	INTAKE ON MISSION LAKE 01	FA-DV	39.67152999	-95.51503550	U	NAD27
KS003	9200138100001	KS2001301 AGGREGATE GW WITHDRAWAL	AG	39.85420830	-95.41402500	U	NAD83
KS003	9200138100002	KS2001304 AGGREGATE GW WITHDRAWAL	AG	39.84702778	-95.72662220	U	NAD83
KS003	9200138100003	KS2001305 AGGREGATE GW WITHDRAWAL	AG	39.86942500	-95.54682780	U	NAD83
USEPA	9200138200000	070000002 AGGREGATE SW WITHDRAWAL	AS	39.66627778	-95.63969440	U	NAD83
KS003	92004300001	KS2004301 DONIPHAN CO RWD 3	FA-WDS	39.73660830	-95.24117500	U	NAD83
KS003	92004300002	KS2004302 CITY OF ELWOOD	FA-WDS	39.75496944	-94.88026940	U	NAD83
KS003	92004300003	KS2004303 DONIPHAN CO RWD 2	FA-WDS	39.74184167	-95.17871390	U	NAD83
KS003	92004300004	KS2004304 CITY OF TROY	FA-WDS	39.78983889	-95.09221940	U	NAD83
KS003	92004300005	KS2004305 DONIPHAN CO RWD 1	FA-WDS	39.78751667	-95.31914720	U	NAD83
KS003	92004300006	KS2004306 CITY OF HIGHLAND	FA-WDS	39.86031944	-95.26506940	U	NAD83
KS003	92004300007	KS2004307 DONIPHAN CO RWD 5	FA-WDS	39.77649444	-95.05510560	U	NAD83
KS003	92004300008	KS2004308 CITY OF WATHENA	FA-WDS	39.76174720	-94.94462780	U	NAD83
KS003	92004300009	KS2004309 CITY OF WHITE CLOUD	FA-WDS	39.97455000	-95.29909720	U	NAD83
KS003	9200438100001	KS2004304 AGGREGATE GW WITHDRAWAL	AG	39.82341944	-95.09502780	U	NAD83
KS003	9200438100002	KS2004306 AGGREGATE GW WITHDRAWAL	AG	39.87273330	-95.27154170	U	NAD83
KS003	9200438100003	KS2004309 AGGREGATE GW WITHDRAWAL	AG	39.95893056	-95.29178610	U	NAD83
KS003	92013100001	KS2013101 CITY OF SABETHA	FA-WDS	39.90281944	-95.80012780	U	NAD83
KS003	92013100003	KS2013103 CITY OF ONEIDA	FA-WDS	39.86690830	-95.93980830	U	NAD83
KS003	92013100004	KS2013104 CITY OF BERN	FA-WDS	39.96143889	-95.97107780	U	NAD83
KS003	92013100005	KS2013105 NEMAHA CO RWD 1	FA-WDS	39.96432500	-95.93388060	U	NAD83
KS003	92013100008	KS2013108 CITY OF GOFF	FA-WDS	39.66415830	-95.93176940	U	NAD83
KS003	92013100012	KS2013112 NEMAHA CO RWD 4	FA-WDS	39.67063610	-95.86456110	U	NAD83
KS003	9201318100003	KS2013103 AGGREGATE GW WITHDRAWAL	AG	39.91398889	-95.93938060	U	NAD83
